"dateTime","weather","lineNumber","passengersNumber","lineType"
"2020-08-08",11,33,2169,"daily"
"2020-08-08",11,35,175,"daily"
"2020-08-08",11,26,2855,"daily"
"2020-08-08",11,109,35,"night"
"2020-08-08",11,5,4880,"daily"
"2020-08-08",11,6,39,"daily"
"2020-08-08",11,108,41,"night"
"2020-08-08",11,38,142,"daily"
"2020-08-08",11,103,85,"night"
"2020-08-08",11,17,2147,"daily"
"2020-08-08",11,8,1463,"daily"
"2020-08-08",11,102,49,"night"
"2020-08-08",11,24,924,"daily"
"2020-08-08",11,46,145,"daily"
"2020-08-08",11,19,1244,"daily"
"2020-08-08",11,21,1090,"daily"
"2020-08-08",11,37,376,"daily"
"2020-08-08",11,101,138,"night"
"2020-08-08",11,23,366,"daily"
"2020-08-08",11,25,1899,"daily"
"2020-08-08",11,42,363,"daily"
"2020-08-08",11,110,95,"night"
"2020-08-08",11,36,524,"daily"
"2020-08-08",11,45,854,"daily"
"2020-08-08",11,41,392,"daily"
"2020-08-09",13,24,176,"daily"
"2020-08-09",13,23,156,"daily"
"2020-08-09",13,36,276,"daily"
"2020-08-09",13,26,1692,"daily"
"2020-08-09",13,16,1321,"daily"
"2020-08-09",13,38,88,"daily"
"2020-08-09",13,25,1339,"daily"
"2020-08-09",13,17,1392,"daily"
"2020-08-09",13,42,277,"daily"
"2020-08-09",13,13,5193,"daily"
"2020-08-09",13,37,210,"daily"
"2020-08-09",13,41,152,"daily"
"2020-08-09",13,14,1392,"daily"
"2020-08-09",13,21,386,"daily"
"2020-08-09",13,29,1229,"daily"
"2020-08-09",13,27,160,"daily"
"2020-08-09",13,28,5651,"daily"
"2020-08-09",13,31,418,"daily"
"2020-08-09",13,35,134,"daily"
"2020-08-09",13,9,1491,"daily"
"2020-08-09",13,18,684,"daily"
"2020-08-09",13,6,19,"daily"
"2020-08-09",13,8,951,"daily"
"2020-08-09",13,33,1119,"daily"
"2020-08-09",13,5,2958,"daily"
"2020-08-09",13,32,215,"daily"
"2020-08-09",13,19,851,"daily"
"2020-08-09",13,45,711,"daily"
"2020-08-09",13,46,102,"daily"
"2020-08-10",62,27,1136,"daily"
"2020-08-10",62,17,3236,"daily"
"2020-08-10",62,23,438,"daily"
"2020-08-10",62,28,8255,"daily"
"2020-08-10",62,29,1860,"daily"
"2020-08-10",62,26,2696,"daily"
"2020-08-10",62,14,2177,"daily"
"2020-08-10",62,16,1293,"daily"
"2020-08-10",62,41,551,"daily"
"2020-08-10",62,31,1489,"daily"
"2020-08-10",62,45,951,"daily"
"2020-08-10",62,21,854,"daily"
"2020-08-10",62,38,147,"daily"
"2020-08-10",62,42,248,"daily"
"2020-08-10",62,46,136,"daily"
"2020-08-10",62,13,6579,"daily"
"2020-08-10",62,35,222,"daily"
"2020-08-10",62,40,1008,"daily"
"2020-08-10",62,24,1215,"daily"
"2020-08-10",62,25,1731,"daily"
"2020-08-10",62,37,489,"daily"
"2020-08-10",62,32,469,"daily"
"2020-08-10",62,36,648,"daily"
"2020-08-10",62,33,2599,"daily"
"2020-08-10",62,19,1267,"daily"
"2020-08-10",62,9,2099,"daily"
"2020-08-10",62,8,1446,"daily"
"2020-08-10",62,5,5394,"daily"
"2020-08-10",62,18,1258,"daily"
"2020-08-10",62,6,48,"daily"
"2020-08-11",43,42,288,"daily"
"2020-08-11",43,41,556,"daily"
"2020-08-11",43,45,1080,"daily"
"2020-08-11",43,26,2880,"daily"
"2020-08-11",43,18,1206,"daily"
"2020-08-11",43,36,734,"daily"
"2020-08-11",43,27,1248,"daily"
"2020-08-11",43,46,167,"daily"
"2020-08-11",43,19,1245,"daily"
"2020-08-11",43,21,902,"daily"
"2020-08-11",43,23,439,"daily"
"2020-08-11",43,40,1126,"daily"
"2020-08-11",43,35,247,"daily"
"2020-08-11",43,33,2910,"daily"
"2020-08-11",43,17,3518,"daily"
"2020-08-11",43,24,1354,"daily"
"2020-08-11",43,38,151,"daily"
"2020-08-11",43,14,2253,"daily"
"2020-08-11",43,25,1748,"daily"
"2020-08-11",43,31,1486,"daily"
"2020-08-11",43,37,523,"daily"
"2020-08-11",43,29,1816,"daily"
"2020-08-11",43,16,1436,"daily"
"2020-08-11",43,28,8673,"daily"
"2020-08-11",43,13,6607,"daily"
"2020-08-11",43,32,431,"daily"
"2020-08-11",43,8,1522,"daily"
"2020-08-11",43,9,2197,"daily"
"2020-08-11",43,5,5542,"daily"
"2020-08-11",43,6,72,"daily"
"2020-08-12",51,24,1471,"daily"
"2020-08-12",51,46,133,"daily"
"2020-08-12",51,25,1981,"daily"
"2020-08-12",51,23,436,"daily"
"2020-08-12",51,5,5666,"daily"
"2020-08-12",51,38,132,"daily"
"2020-08-12",51,21,942,"daily"
"2020-08-12",51,19,1262,"daily"
"2020-08-12",51,18,1262,"daily"
"2020-08-12",51,8,1664,"daily"
"2020-08-12",51,28,8672,"daily"
"2020-08-12",51,26,3161,"daily"
"2020-08-12",51,37,615,"daily"
"2020-08-12",51,17,3632,"daily"
"2020-08-12",51,41,635,"daily"
"2020-08-12",51,29,2053,"daily"
"2020-08-12",51,45,994,"daily"
"2020-08-12",51,9,2240,"daily"
"2020-08-12",51,13,6873,"daily"
"2020-08-12",51,42,273,"daily"
"2020-08-12",51,35,251,"daily"
"2020-08-12",51,36,769,"daily"
"2020-08-12",51,16,1467,"daily"
"2020-08-12",51,14,2284,"daily"
"2020-08-12",51,40,1184,"daily"
"2020-08-12",51,33,2897,"daily"
"2020-08-12",51,6,63,"daily"
"2020-08-12",51,27,1198,"daily"
"2020-08-12",51,32,543,"daily"
"2020-08-12",51,31,1507,"daily"
"2020-08-13",44,32,491,"daily"
"2020-08-13",44,5,5809,"daily"
"2020-08-13",44,31,1518,"daily"
"2020-08-13",44,6,68,"daily"
"2020-08-13",44,33,2889,"daily"
"2020-08-13",44,24,1298,"daily"
"2020-08-13",44,9,2126,"daily"
"2020-08-13",44,29,1785,"daily"
"2020-08-13",44,18,1235,"daily"
"2020-08-13",44,46,168,"daily"
"2020-08-13",44,23,455,"daily"
"2020-08-13",44,19,1364,"daily"
"2020-08-13",44,28,8246,"daily"
"2020-08-13",44,38,168,"daily"
"2020-08-13",44,21,928,"daily"
"2020-08-13",44,8,1442,"daily"
"2020-08-13",44,37,486,"daily"
"2020-08-13",44,42,252,"daily"
"2020-08-13",44,25,1756,"daily"
"2020-08-13",44,17,3177,"daily"
"2020-08-13",44,27,1109,"daily"
"2020-08-13",44,16,1494,"daily"
"2020-08-13",44,45,1001,"daily"
"2020-08-13",44,36,750,"daily"
"2020-08-13",44,14,2294,"daily"
"2020-08-13",44,41,604,"daily"
"2020-08-13",44,40,999,"daily"
"2020-08-13",44,13,6657,"daily"
"2020-08-13",44,26,2891,"daily"
"2020-08-13",44,35,230,"daily"
"2020-08-14",11,6,56,"daily"
"2020-08-14",11,26,3010,"daily"
"2020-08-14",11,38,153,"daily"
"2020-08-14",11,40,1010,"daily"
"2020-08-14",11,25,1691,"daily"
"2020-08-14",11,104,67,"night"
"2020-08-14",11,41,553,"daily"
"2020-08-14",11,5,5640,"daily"
"2020-08-14",11,8,1619,"daily"
"2020-08-14",11,32,498,"daily"
"2020-08-14",11,103,52,"night"
"2020-08-14",11,27,1143,"daily"
"2020-08-14",11,31,1464,"daily"
"2020-08-14",11,37,535,"daily"
"2020-08-14",11,24,1180,"daily"
"2020-08-14",11,106,79,"night"
"2020-08-14",11,36,719,"daily"
"2020-08-14",11,45,983,"daily"
"2020-08-14",11,42,291,"daily"
"2020-08-14",11,23,503,"daily"
"2020-08-14",11,28,8552,"daily"
"2020-08-14",11,18,1241,"daily"
"2020-08-14",11,46,140,"daily"
"2020-08-14",11,33,2672,"daily"
"2020-08-14",11,14,2361,"daily"
"2020-08-14",11,9,2339,"daily"
"2020-08-14",11,101,69,"night"
"2020-08-14",11,102,42,"night"
"2020-08-14",11,19,1390,"daily"
"2020-08-14",11,35,246,"daily"
"2020-08-14",11,29,1879,"daily"
"2020-08-14",11,108,25,"night"
"2020-08-14",11,110,89,"night"
"2020-08-14",11,17,3192,"daily"
"2020-08-14",11,21,940,"daily"
"2020-08-14",11,16,1400,"daily"
"2020-08-14",11,13,6890,"daily"
"2020-08-14",11,109,36,"night"
"2020-08-15",53,46,86,"daily"
"2020-08-15",53,45,756,"daily"
"2020-08-15",53,17,1641,"daily"
"2020-08-15",53,42,235,"daily"
"2020-08-15",53,16,1244,"daily"
"2020-08-15",53,18,699,"daily"
"2020-08-15",53,24,205,"daily"
"2020-08-15",53,19,907,"daily"
"2020-08-15",53,14,1284,"daily"
"2020-08-15",53,23,159,"daily"
"2020-08-15",53,33,1183,"daily"
"2020-08-15",53,35,90,"daily"
"2020-08-15",53,102,17,"night"
"2020-08-15",53,21,427,"daily"
"2020-08-15",53,101,74,"night"
"2020-08-15",53,41,133,"daily"
"2020-08-15",53,13,4989,"daily"
"2020-08-15",53,36,323,"daily"
"2020-08-15",53,37,203,"daily"
"2020-08-15",53,29,1229,"daily"
"2020-08-15",53,31,509,"daily"
"2020-08-15",53,108,24,"night"
"2020-08-15",53,32,185,"daily"
"2020-08-15",53,38,106,"daily"
"2020-08-15",53,109,20,"night"
"2020-08-15",53,104,73,"night"
"2020-08-15",53,6,72,"daily"
"2020-08-15",53,25,1431,"daily"
"2020-08-15",53,103,33,"night"
"2020-08-15",53,9,1488,"daily"
"2020-08-15",53,27,197,"daily"
"2020-08-15",53,110,74,"night"
"2020-08-15",53,106,69,"night"
"2020-08-15",53,26,1841,"daily"
"2020-08-15",53,5,3490,"daily"
"2020-08-15",53,28,5549,"daily"
"2020-08-15",53,8,1041,"daily"
"2020-08-16",43,17,1550,"daily"
"2020-08-16",43,16,1226,"daily"
"2020-08-16",43,33,1097,"daily"
"2020-08-16",43,28,5478,"daily"
"2020-08-16",43,14,1367,"daily"
"2020-08-16",43,32,219,"daily"
"2020-08-16",43,29,1217,"daily"
"2020-08-16",43,18,602,"daily"
"2020-08-16",43,13,5230,"daily"
"2020-08-16",43,31,428,"daily"
"2020-08-16",43,8,1047,"daily"
"2020-08-16",43,46,84,"daily"
"2020-08-16",43,36,274,"daily"
"2020-08-16",43,35,100,"daily"
"2020-08-16",43,9,1581,"daily"
"2020-08-16",43,5,2827,"daily"
"2020-08-16",43,45,665,"daily"
"2020-08-16",43,37,205,"daily"
"2020-08-16",43,38,100,"daily"
"2020-08-16",43,41,195,"daily"
"2020-08-16",43,27,155,"daily"
"2020-08-16",43,23,186,"daily"
"2020-08-16",43,24,215,"daily"
"2020-08-16",43,6,28,"daily"
"2020-08-16",43,21,511,"daily"
"2020-08-16",43,42,310,"daily"
"2020-08-16",43,19,846,"daily"
"2020-08-16",43,25,1171,"daily"
"2020-08-16",43,26,1818,"daily"
"2020-08-17",43,18,1203,"daily"
"2020-08-17",43,45,931,"daily"
"2020-08-17",43,16,1330,"daily"
"2020-08-17",43,17,3233,"daily"
"2020-08-17",43,32,534,"daily"
"2020-08-17",43,19,1285,"daily"
"2020-08-17",43,33,2570,"daily"
"2020-08-17",43,31,1507,"daily"
"2020-08-17",43,46,129,"daily"
"2020-08-17",43,5,5462,"daily"
"2020-08-17",43,8,1544,"daily"
"2020-08-17",43,14,2153,"daily"
"2020-08-17",43,29,1862,"daily"
"2020-08-17",43,28,8061,"daily"
"2020-08-17",43,6,32,"daily"
"2020-08-17",43,21,912,"daily"
"2020-08-17",43,23,474,"daily"
"2020-08-17",43,24,1208,"daily"
"2020-08-17",43,27,1142,"daily"
"2020-08-17",43,25,1521,"daily"
"2020-08-17",43,9,2030,"daily"
"2020-08-17",43,13,6622,"daily"
"2020-08-17",43,36,694,"daily"
"2020-08-17",43,42,244,"daily"
"2020-08-17",43,37,498,"daily"
"2020-08-17",43,35,211,"daily"
"2020-08-17",43,26,2712,"daily"
"2020-08-17",43,40,1119,"daily"
"2020-08-17",43,41,526,"daily"
"2020-08-17",43,38,147,"daily"
"2020-08-18",13,9,2035,"daily"
"2020-08-18",13,26,2666,"daily"
"2020-08-18",13,27,1167,"daily"
"2020-08-18",13,25,1563,"daily"
"2020-08-18",13,24,1273,"daily"
"2020-08-18",13,37,512,"daily"
"2020-08-18",13,38,202,"daily"
"2020-08-18",13,40,1106,"daily"
"2020-08-18",13,41,584,"daily"
"2020-08-18",13,8,1508,"daily"
"2020-08-18",13,5,5541,"daily"
"2020-08-18",13,6,34,"daily"
"2020-08-18",13,14,2441,"daily"
"2020-08-18",13,13,6731,"daily"
"2020-08-18",13,28,8249,"daily"
"2020-08-18",13,35,251,"daily"
"2020-08-18",13,19,1247,"daily"
"2020-08-18",13,18,1330,"daily"
"2020-08-18",13,36,683,"daily"
"2020-08-18",13,17,3543,"daily"
"2020-08-18",13,33,2698,"daily"
"2020-08-18",13,29,1934,"daily"
"2020-08-18",13,31,1530,"daily"
"2020-08-18",13,23,444,"daily"
"2020-08-18",13,42,265,"daily"
"2020-08-18",13,32,535,"daily"
"2020-08-18",13,16,1429,"daily"
"2020-08-18",13,45,1047,"daily"
"2020-08-18",13,46,149,"daily"
"2020-08-18",13,21,955,"daily"
"2020-08-19",11,13,7180,"daily"
"2020-08-19",11,35,218,"daily"
"2020-08-19",11,36,693,"daily"
"2020-08-19",11,40,1106,"daily"
"2020-08-19",11,37,573,"daily"
"2020-08-19",11,18,1326,"daily"
"2020-08-19",11,14,2435,"daily"
"2020-08-19",11,9,2146,"daily"
"2020-08-19",11,17,3533,"daily"
"2020-08-19",11,28,8908,"daily"
"2020-08-19",11,33,2588,"daily"
"2020-08-19",11,25,1451,"daily"
"2020-08-19",11,26,2975,"daily"
"2020-08-19",11,38,152,"daily"
"2020-08-19",11,16,1321,"daily"
"2020-08-19",11,32,573,"daily"
"2020-08-19",11,45,1100,"daily"
"2020-08-19",11,24,1391,"daily"
"2020-08-19",11,27,1260,"daily"
"2020-08-19",11,41,637,"daily"
"2020-08-19",11,42,294,"daily"
"2020-08-19",11,6,40,"daily"
"2020-08-19",11,19,1219,"daily"
"2020-08-19",11,31,1585,"daily"
"2020-08-19",11,8,1613,"daily"
"2020-08-19",11,23,442,"daily"
"2020-08-19",11,29,2090,"daily"
"2020-08-19",11,21,1045,"daily"
"2020-08-19",11,5,5607,"daily"
"2020-08-19",11,46,192,"daily"
"2020-08-20",12,36,802,"daily"
"2020-08-20",12,13,6958,"daily"
"2020-08-20",12,19,1218,"daily"
"2020-08-20",12,18,1316,"daily"
"2020-08-20",12,33,2633,"daily"
"2020-08-20",12,32,595,"daily"
"2020-08-20",12,17,3615,"daily"
"2020-08-20",12,9,2098,"daily"
"2020-08-20",12,8,1608,"daily"
"2020-08-20",12,31,1667,"daily"
"2020-08-20",12,35,262,"daily"
"2020-08-20",12,16,1486,"daily"
"2020-08-20",12,42,260,"daily"
"2020-08-20",12,21,1090,"daily"
"2020-08-20",12,38,142,"daily"
"2020-08-20",12,37,479,"daily"
"2020-08-20",12,14,2356,"daily"
"2020-08-20",12,46,165,"daily"
"2020-08-20",12,45,1090,"daily"
"2020-08-20",12,40,1053,"daily"
"2020-08-20",12,41,643,"daily"
"2020-08-20",12,5,5633,"daily"
"2020-08-20",12,29,1923,"daily"
"2020-08-20",12,25,1610,"daily"
"2020-08-20",12,26,2951,"daily"
"2020-08-20",12,24,1389,"daily"
"2020-08-20",12,27,1181,"daily"
"2020-08-20",12,28,8506,"daily"
"2020-08-20",12,6,37,"daily"
"2020-08-20",12,23,528,"daily"
"2020-08-21",25,19,1176,"daily"
"2020-08-21",25,18,1317,"daily"
"2020-08-21",25,33,2485,"daily"
"2020-08-21",25,32,470,"daily"
"2020-08-21",25,17,3484,"daily"
"2020-08-21",25,103,13,"night"
"2020-08-21",25,46,165,"daily"
"2020-08-21",25,35,187,"daily"
"2020-08-21",25,16,1240,"daily"
"2020-08-21",25,101,29,"night"
"2020-08-21",25,21,827,"daily"
"2020-08-21",25,45,980,"daily"
"2020-08-21",25,8,1438,"daily"
"2020-08-21",25,6,39,"daily"
"2020-08-21",25,106,29,"night"
"2020-08-21",25,9,1980,"daily"
"2020-08-21",25,23,413,"daily"
"2020-08-21",25,24,1233,"daily"
"2020-08-21",25,110,54,"night"
"2020-08-21",25,31,1421,"daily"
"2020-08-21",25,26,2792,"daily"
"2020-08-21",25,13,6114,"daily"
"2020-08-21",25,25,1447,"daily"
"2020-08-21",25,5,5246,"daily"
"2020-08-21",25,42,282,"daily"
"2020-08-21",25,36,677,"daily"
"2020-08-21",25,14,1991,"daily"
"2020-08-21",25,29,1695,"daily"
"2020-08-21",25,104,28,"night"
"2020-08-21",25,102,13,"night"
"2020-08-21",25,108,23,"night"
"2020-08-21",25,109,6,"night"
"2020-08-21",25,28,8183,"daily"
"2020-08-21",25,40,1081,"daily"
"2020-08-21",25,41,549,"daily"
"2020-08-21",25,37,473,"daily"
"2020-08-21",25,27,1083,"daily"
"2020-08-21",25,38,154,"daily"
"2020-08-22",25,25,1633,"daily"
"2020-08-22",25,26,2707,"daily"
"2020-08-22",25,8,1314,"daily"
"2020-08-22",25,9,1804,"daily"
"2020-08-22",25,37,421,"daily"
"2020-08-22",25,14,1983,"daily"
"2020-08-22",25,6,28,"daily"
"2020-08-22",25,24,908,"daily"
"2020-08-22",25,101,60,"night"
"2020-08-22",25,23,408,"daily"
"2020-08-22",25,42,286,"daily"
"2020-08-22",25,41,363,"daily"
"2020-08-22",25,38,136,"daily"
"2020-08-22",25,45,766,"daily"
"2020-08-22",25,102,17,"night"
"2020-08-22",25,13,6294,"daily"
"2020-08-22",25,46,111,"daily"
"2020-08-22",25,21,936,"daily"
"2020-08-22",25,36,562,"daily"
"2020-08-22",25,5,4483,"daily"
"2020-08-22",25,110,92,"night"
"2020-08-22",25,109,22,"night"
"2020-08-22",25,108,33,"night"
"2020-08-22",25,27,820,"daily"
"2020-08-22",25,19,1091,"daily"
"2020-08-22",25,18,1109,"daily"
"2020-08-22",25,33,1759,"daily"
"2020-08-22",25,35,140,"daily"
"2020-08-22",25,16,1251,"daily"
"2020-08-22",25,28,6424,"daily"
"2020-08-22",25,106,51,"night"
"2020-08-22",25,17,1892,"daily"
"2020-08-22",25,104,71,"night"
"2020-08-22",25,32,427,"daily"
"2020-08-22",25,31,1018,"daily"
"2020-08-22",25,103,19,"night"
"2020-08-22",25,29,1582,"daily"
"2020-08-23",24,14,1140,"daily"
"2020-08-23",24,32,231,"daily"
"2020-08-23",24,33,901,"daily"
"2020-08-23",24,31,364,"daily"
"2020-08-23",24,17,1221,"daily"
"2020-08-23",24,29,1030,"daily"
"2020-08-23",24,19,766,"daily"
"2020-08-23",24,5,2369,"daily"
"2020-08-23",24,21,417,"daily"
"2020-08-23",24,36,291,"daily"
"2020-08-23",24,16,993,"daily"
"2020-08-23",24,13,4527,"daily"
"2020-08-23",24,38,112,"daily"
"2020-08-23",24,6,17,"daily"
"2020-08-23",24,28,4975,"daily"
"2020-08-23",24,9,1302,"daily"
"2020-08-23",24,27,158,"daily"
"2020-08-23",24,25,971,"daily"
"2020-08-23",24,35,91,"daily"
"2020-08-23",24,23,162,"daily"
"2020-08-23",24,37,144,"daily"
"2020-08-23",24,24,163,"daily"
"2020-08-23",24,46,77,"daily"
"2020-08-23",24,8,829,"daily"
"2020-08-23",24,26,1474,"daily"
"2020-08-23",24,42,242,"daily"
"2020-08-23",24,45,650,"daily"
"2020-08-23",24,18,672,"daily"
"2020-08-23",24,41,178,"daily"
"2020-08-24",43,36,654,"daily"
"2020-08-24",43,35,233,"daily"
"2020-08-24",43,16,1145,"daily"
"2020-08-24",43,14,2354,"daily"
"2020-08-24",43,13,6679,"daily"
"2020-08-24",43,8,1471,"daily"
"2020-08-24",43,37,465,"daily"
"2020-08-24",43,33,2600,"daily"
"2020-08-24",43,17,3408,"daily"
"2020-08-24",43,19,1265,"daily"
"2020-08-24",43,6,57,"daily"
"2020-08-24",43,18,1231,"daily"
"2020-08-24",43,27,1208,"daily"
"2020-08-24",43,26,2830,"daily"
"2020-08-24",43,38,160,"daily"
"2020-08-24",43,45,1129,"daily"
"2020-08-24",43,28,7471,"daily"
"2020-08-24",43,9,2056,"daily"
"2020-08-24",43,25,1493,"daily"
"2020-08-24",43,23,512,"daily"
"2020-08-24",43,29,1839,"daily"
"2020-08-24",43,24,1301,"daily"
"2020-08-24",43,5,5349,"daily"
"2020-08-24",43,32,520,"daily"
"2020-08-24",43,46,130,"daily"
"2020-08-24",43,41,569,"daily"
"2020-08-24",43,42,234,"daily"
"2020-08-24",43,40,1075,"daily"
"2020-08-24",43,21,908,"daily"
"2020-08-24",43,31,1694,"daily"
"2020-08-25",11,14,2547,"daily"
"2020-08-25",11,16,1259,"daily"
"2020-08-25",11,46,142,"daily"
"2020-08-25",11,9,2134,"daily"
"2020-08-25",11,31,1743,"daily"
"2020-08-25",11,13,7586,"daily"
"2020-08-25",11,33,2868,"daily"
"2020-08-25",11,28,7845,"daily"
"2020-08-25",11,45,1082,"daily"
"2020-08-25",11,29,1938,"daily"
"2020-08-25",11,42,323,"daily"
"2020-08-25",11,17,3772,"daily"
"2020-08-25",11,27,1269,"daily"
"2020-08-25",11,32,570,"daily"
"2020-08-25",11,36,712,"daily"
"2020-08-25",11,37,537,"daily"
"2020-08-25",11,26,3125,"daily"
"2020-08-25",11,41,653,"daily"
"2020-08-25",11,6,50,"daily"
"2020-08-25",11,8,1647,"daily"
"2020-08-25",11,25,1717,"daily"
"2020-08-25",11,38,189,"daily"
"2020-08-25",11,19,1321,"daily"
"2020-08-25",11,35,308,"daily"
"2020-08-25",11,18,1414,"daily"
"2020-08-25",11,23,478,"daily"
"2020-08-25",11,5,5369,"daily"
"2020-08-25",11,24,1418,"daily"
"2020-08-25",11,40,1284,"daily"
"2020-08-25",11,21,1063,"daily"
"2020-08-26",44,18,1200,"daily"
"2020-08-26",44,17,3591,"daily"
"2020-08-26",44,29,1774,"daily"
"2020-08-26",44,16,1300,"daily"
"2020-08-26",44,40,1174,"daily"
"2020-08-26",44,33,2842,"daily"
"2020-08-26",44,5,5444,"daily"
"2020-08-26",44,32,539,"daily"
"2020-08-26",44,31,1660,"daily"
"2020-08-26",44,36,713,"daily"
"2020-08-26",44,6,41,"daily"
"2020-08-26",44,37,520,"daily"
"2020-08-26",44,38,155,"daily"
"2020-08-26",44,14,2356,"daily"
"2020-08-26",44,45,1022,"daily"
"2020-08-26",44,8,1577,"daily"
"2020-08-26",44,13,6803,"daily"
"2020-08-26",44,35,259,"daily"
"2020-08-26",44,28,7561,"daily"
"2020-08-26",44,9,2099,"daily"
"2020-08-26",44,46,104,"daily"
"2020-08-26",44,42,282,"daily"
"2020-08-26",44,24,1179,"daily"
"2020-08-26",44,25,1587,"daily"
"2020-08-26",44,26,2843,"daily"
"2020-08-26",44,27,1197,"daily"
"2020-08-26",44,19,1263,"daily"
"2020-08-26",44,21,902,"daily"
"2020-08-26",44,41,560,"daily"
"2020-08-26",44,23,547,"daily"
"2020-08-27",43,38,174,"daily"
"2020-08-27",43,23,525,"daily"
"2020-08-27",43,26,3097,"daily"
"2020-08-27",43,40,1075,"daily"
"2020-08-27",43,37,564,"daily"
"2020-08-27",43,35,295,"daily"
"2020-08-27",43,36,736,"daily"
"2020-08-27",43,21,959,"daily"
"2020-08-27",43,25,1702,"daily"
"2020-08-27",43,42,299,"daily"
"2020-08-27",43,24,1517,"daily"
"2020-08-27",43,16,1242,"daily"
"2020-08-27",43,41,721,"daily"
"2020-08-27",43,14,2562,"daily"
"2020-08-27",43,29,2028,"daily"
"2020-08-27",43,5,5373,"daily"
"2020-08-27",43,13,7241,"daily"
"2020-08-27",43,9,2218,"daily"
"2020-08-27",43,6,35,"daily"
"2020-08-27",43,33,2858,"daily"
"2020-08-27",43,17,3648,"daily"
"2020-08-27",43,18,1367,"daily"
"2020-08-27",43,19,1249,"daily"
"2020-08-27",43,45,1148,"daily"
"2020-08-27",43,8,1587,"daily"
"2020-08-27",43,28,7857,"daily"
"2020-08-27",43,27,1412,"daily"
"2020-08-27",43,46,136,"daily"
"2020-08-27",43,32,554,"daily"
"2020-08-27",43,31,1673,"daily"
"2020-08-28",26,37,508,"daily"
"2020-08-28",26,38,160,"daily"
"2020-08-28",26,36,625,"daily"
"2020-08-28",26,106,18,"night"
"2020-08-28",26,40,1212,"daily"
"2020-08-28",26,24,1317,"daily"
"2020-08-28",26,19,1089,"daily"
"2020-08-28",26,42,300,"daily"
"2020-08-28",26,109,12,"night"
"2020-08-28",26,18,1298,"daily"
"2020-08-28",26,16,845,"daily"
"2020-08-28",26,104,19,"night"
"2020-08-28",26,108,22,"night"
"2020-08-28",26,110,48,"night"
"2020-08-28",26,23,430,"daily"
"2020-08-28",26,32,491,"daily"
"2020-08-28",26,41,593,"daily"
"2020-08-28",26,29,1694,"daily"
"2020-08-28",26,35,212,"daily"
"2020-08-28",26,17,3661,"daily"
"2020-08-28",26,31,1661,"daily"
"2020-08-28",26,28,7256,"daily"
"2020-08-28",26,21,927,"daily"
"2020-08-28",26,45,1021,"daily"
"2020-08-28",26,14,2059,"daily"
"2020-08-28",26,103,9,"night"
"2020-08-28",26,25,1587,"daily"
"2020-08-28",26,33,2857,"daily"
"2020-08-28",26,46,130,"daily"
"2020-08-28",26,27,1293,"daily"
"2020-08-28",26,101,25,"night"
"2020-08-28",26,6,39,"daily"
"2020-08-28",26,13,6238,"daily"
"2020-08-28",26,102,11,"night"
"2020-08-28",26,5,5637,"daily"
"2020-08-28",26,26,2975,"daily"
"2020-08-28",26,9,2057,"daily"
"2020-08-28",26,8,1494,"daily"
"2020-08-29",52,41,332,"daily"
"2020-08-29",52,37,383,"daily"
"2020-08-29",52,38,127,"daily"
"2020-08-29",52,36,481,"daily"
"2020-08-29",52,25,1512,"daily"
"2020-08-29",52,108,27,"night"
"2020-08-29",52,5,4172,"daily"
"2020-08-29",52,27,845,"daily"
"2020-08-29",52,19,833,"daily"
"2020-08-29",52,45,780,"daily"
"2020-08-29",52,106,27,"night"
"2020-08-29",52,109,12,"night"
"2020-08-29",52,110,42,"night"
"2020-08-29",52,23,342,"daily"
"2020-08-29",52,104,38,"night"
"2020-08-29",52,21,759,"daily"
"2020-08-29",52,24,928,"daily"
"2020-08-29",52,26,2346,"daily"
"2020-08-29",52,42,240,"daily"
"2020-08-29",52,101,38,"night"
"2020-08-29",52,28,4671,"daily"
"2020-08-29",52,31,896,"daily"
"2020-08-29",52,32,348,"daily"
"2020-08-29",52,18,954,"daily"
"2020-08-29",52,9,1662,"daily"
"2020-08-29",52,35,133,"daily"
"2020-08-29",52,103,30,"night"
"2020-08-29",52,8,1190,"daily"
"2020-08-29",52,102,13,"night"
"2020-08-29",52,6,32,"daily"
"2020-08-29",52,46,95,"daily"
"2020-08-29",52,17,1908,"daily"
"2020-08-29",52,33,1702,"daily"
"2020-08-29",52,16,642,"daily"
"2020-08-29",52,29,1354,"daily"
"2020-08-29",52,13,5059,"daily"
"2020-08-29",52,14,1404,"daily"
"2020-08-30",25,42,204,"daily"
"2020-08-30",25,41,113,"daily"
"2020-08-30",25,18,530,"daily"
"2020-08-30",25,25,854,"daily"
"2020-08-30",25,23,180,"daily"
"2020-08-30",25,45,470,"daily"
"2020-08-30",25,46,58,"daily"
"2020-08-30",25,38,101,"daily"
"2020-08-30",25,35,71,"daily"
"2020-08-30",25,17,1293,"daily"
"2020-08-30",25,24,142,"daily"
"2020-08-30",25,21,344,"daily"
"2020-08-30",25,19,568,"daily"
"2020-08-30",25,32,120,"daily"
"2020-08-30",25,6,18,"daily"
"2020-08-30",25,33,904,"daily"
"2020-08-30",25,29,882,"daily"
"2020-08-30",25,16,446,"daily"
"2020-08-30",25,31,324,"daily"
"2020-08-30",25,26,1229,"daily"
"2020-08-30",25,37,135,"daily"
"2020-08-30",25,27,143,"daily"
